window,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,24.0735661401,14.8121925799619,6.63150223242021,5.63275974242089,5.16798442667024,5.16798442667024,5.16798442667024,5.16798442667024,5.13705229227054,5.13705229227054,5.13705229227054,4.90778900532724,4.90366263654491,4.90366263654491,4.90366263654491,4.75747159475441,4.41172521038136,4.22088113047062,4.22088113047062,4.09166451926189
1,24.0735321101868,14.8121585500487,6.63146820250702,5.6327257125077,5.16795039675705,5.16795039675705,5.16795039675705,5.16795039675705,5.13701826235735,5.13701826235735,5.13701826235735,4.90775497541405,4.903628606631718,4.903628606631718,4.903628606631718,4.75743756484122,4.41169118046817,4.22084710055743,4.22084710055743,4.0916304893487
2,24.0734980802736,14.8121245201355,6.63143417259383,5.63269168259451,5.16791636684386,5.16791636684386,5.16791636684386,5.16791636684386,5.13698423244416,5.13698423244416,5.13698423244416,4.90772094550086,4.903594576718525,4.903594576718525,4.903594576718525,4.75740353492803,4.41165715055498,4.22081307064424,4.22081307064424,4.09159645943551
3,24.0734640503604,14.8120904902223,6.63140014268064,5.63265765268132,5.16788233693067,5.16788233693067,5.16788233693067,5.16788233693067,5.13695020253097,5.13695020253097,5.13695020253097,4.90768691558767,4.903560546805334,4.903560546805334,4.903560546805334,4.75736950501484,4.41162312064179,4.22077904073105,4.22077904073105,4.09156242952232
4,24.073430020447198,14.8120564603091,6.63136611276745,5.63262362276813,5.16784830701748,5.16784830701748,5.16784830701748,5.16784830701748,5.13691617261778,5.13691617261778,5.13691617261778,4.90765288567448,4.903526516892142,4.903526516892142,4.903526516892142,4.75733547510165,4.4115890907286,4.22074501081786,4.22074501081786,4.09152839960913
5,24.073395990534,14.8120224303959,6.63133208285426,5.63258959285494,5.16781427710429,5.16781427710429,5.16781427710429,5.16781427710429,5.13688214270459,5.13688214270459,5.13688214270459,4.90761885576129,4.90349248697895,4.90349248697895,4.90349248697895,4.75730144518846,4.41155506081541,4.22071098090467,4.22071098090467,4.09149436969594
6,24.073395990534,14.8120224303959,6.63133208285426,5.63258959285494,5.16781427710429,5.16781427710429,5.16781427710429,5.16781427710429,5.13688214270459,5.13688214270459,5.13688214270459,4.90761885576129,4.90349248697895,4.90349248697895,4.90349248697895,4.75730144518846,4.41155506081541,4.22071098090467,4.22071098090467,4.09149436969594
7,24.073395990534,14.8120224303959,6.63133208285426,5.63258959285494,5.16781427710429,5.16781427710429,5.16781427710429,5.16781427710429,5.13688214270459,5.13688214270459,5.13688214270459,4.90761885576129,4.90349248697895,4.90349248697895,4.90349248697895,4.75730144518846,4.41155506081541,4.22071098090467,4.22071098090467,4.09149436969594
8,24.073395990534,14.8120224303959,6.63133208285426,5.63258959285494,5.16781427710429,5.16781427710429,5.16781427710429,5.16781427710429,5.13688214270459,5.13688214270459,5.13688214270459,4.90761885576129,4.90349248697895,4.90349248697895,4.90349248697895,4.75730144518846,4.41155506081541,4.22071098090467,4.22071098090467,4.09149436969594
9,24.073395990534,14.8120224303959,6.63133208285426,5.63258959285494,5.16781427710429,5.16781427710429,5.16781427710429,5.16781427710429,5.13688214270459,5.13688214270459,5.13688214270459,4.90761885576129,4.90349248697895,4.90349248697895,4.90349248697895,4.75730144518846,4.41155506081541,4.22071098090467,4.22071098090467,4.09149436969594
