window,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
62,24.0747588813226,14.8133853211845,6.63269497364278,5.63395248364346,5.16182011412606,5.16182011412606,5.11118522091512,5.09685234833488,5.09685234833488,5.09685234833488,4.87119318566041,4.84270747101863,4.84270747101863,4.7006723889993,4.35856028928134,4.19859277584367,4.19859277584367,4.19859277584367,4.02918818061509,3.95545310737586
63,24.0747588813226,14.8133853211845,6.63269497364278,5.63395248364346,5.16182011412606,5.16182011412606,5.11118522091512,5.09685234833488,5.09685234833488,5.09685234833488,4.87119318566041,4.84270747101863,4.84270747101863,4.7006723889993,4.35856028928134,4.19859277584367,4.19859277584367,4.19859277584367,4.02918818061509,3.95545310737586
64,24.0747588813226,14.8133853211845,6.63269497364278,5.63395248364346,5.16182011412606,5.16182011412606,5.11118522091512,5.09685234833488,5.09685234833488,5.09685234833488,4.87119318566041,4.84270747101863,4.84270747101863,4.7006723889993,4.35856028928134,4.19859277584367,4.19859277584367,4.19859277584367,4.02918818061509,3.95545310737586
65,24.0747588813226,14.8133853211845,6.63269497364278,5.63395248364346,5.16182011412606,5.16182011412606,5.11118522091512,5.09685234833488,5.09685234833488,5.09685234833488,4.87119318566041,4.84270747101863,4.84270747101863,4.7006723889993,4.35856028928134,4.19859277584367,4.19859277584367,4.19859277584367,4.02918818061509,3.95545310737586
66,24.0747588813226,14.8133853211845,6.63269497364278,5.63395248364346,5.16182011412606,5.16182011412606,5.11118522091512,5.09685234833488,5.09685234833488,5.09685234833488,4.87119318566041,4.84270747101863,4.84270747101863,4.7006723889993,4.35856028928134,4.19859277584367,4.19859277584367,4.19859277584367,4.02918818061509,3.95545310737586
67,24.0747588813226,14.8133853211845,6.63269497364278,5.63395248364346,5.16182011412606,5.16182011412606,5.11118522091512,5.09685234833488,5.09685234833488,5.09685234833488,4.87119318566041,4.84270747101863,4.84270747101863,4.7006723889993,4.35856028928134,4.19859277584367,4.19859277584367,4.19859277584367,4.02918818061509,3.95545310737586
68,24.0747588813226,14.8133853211845,6.63269497364278,5.63395248364346,5.16182011412606,5.16182011412606,5.11118522091512,5.09685234833488,5.09685234833488,5.09685234833488,4.87119318566041,4.84270747101863,4.84270747101863,4.7006723889993,4.35856028928134,4.19859277584367,4.19859277584367,4.19859277584367,4.02918818061509,3.95545310737586
69,24.0747588813226,14.8133853211845,6.63269497364278,5.63395248364346,5.16182011412606,5.16182011412606,5.11118522091512,5.09685234833488,5.09685234833488,5.09685234833488,4.87119318566041,4.84270747101863,4.84270747101863,4.7006723889993,4.35856028928134,4.19859277584367,4.19859277584367,4.19859277584367,4.02918818061509,3.95545310737586
70,24.0747588813226,14.8133853211845,6.63269497364278,5.63395248364346,5.16182011412606,5.16182011412606,5.11118522091512,5.09685234833488,5.09685234833488,5.09685234833488,4.87119318566041,4.84270747101863,4.84270747101863,4.7006723889993,4.35856028928134,4.19859277584367,4.19859277584367,4.19859277584367,4.02918818061509,3.95545310737586
71,24.0747588813226,14.8133853211845,6.63269497364278,5.63395248364346,5.16182011412606,5.16182011412606,5.11118522091512,5.09685234833488,5.09685234833488,5.09685234833488,4.87119318566041,4.84270747101863,4.84270747101863,4.7006723889993,4.35856028928134,4.19859277584367,4.19859277584367,4.19859277584367,4.02918818061509,3.95545310737586
72,24.0747588813226,14.8133853211845,6.63269497364278,5.63395248364346,5.16182011412606,5.16182011412606,5.11118522091512,5.09685234833488,5.09685234833488,5.09685234833488,4.87119318566041,4.84270747101863,4.84270747101863,4.7006723889993,4.35856028928134,4.19859277584367,4.19859277584367,4.19859277584367,4.02918818061509,3.95545310737586
73,24.0747588813226,14.8133853211845,6.63269497364278,5.63395248364346,5.16182011412606,5.16182011412606,5.11118522091512,5.09685234833488,5.09685234833488,5.09685234833488,4.8188823963325955,4.66719899418399,4.556166339533145,4.526368514123485,4.3274863359069204,4.186180983981155,4.186180983981155,4.017447632690326,3.9443149100202852,2.099296387921835
74,24.0747588813226,14.8133853211845,6.63269497364278,5.63395248364346,5.16182011412606,5.16182011412606,5.11118522091512,5.09685234833488,5.09685234833488,5.09685234833488,4.79505732164656,4.63372559936868,4.2964123825325,4.24113949340588,4.21002955722834,4.17376919211864,4.17376919211864,4.00570708476556,3.93317671266471,3.90912134492843
75,24.0747588813226,14.8133853211845,6.63269497364278,5.63395248364346,5.16182011412606,5.16182011412606,5.11118522091512,5.09685234833488,5.09685234833488,5.09685234833488,4.79505732164656,4.63372559936868,4.2964123825325,4.24113949340588,4.21002955722834,4.17376919211864,4.17376919211864,4.00570708476556,3.93317671266471,3.90912134492843
76,24.0747588813226,14.8133853211845,6.63269497364278,5.63395248364346,5.16182011412606,5.16182011412606,5.11118522091512,5.09685234833488,5.09685234833488,5.09685234833488,4.79505732164656,4.63372559936868,4.2964123825325,4.24113949340588,4.21002955722834,4.17376919211864,4.17376919211864,4.00570708476556,3.93317671266471,3.90912134492843
77,24.0747588813226,14.8133853211845,6.63269497364278,5.63395248364346,5.16182011412606,5.16182011412606,5.11118522091512,5.09685234833488,5.09685234833488,5.09685234833488,4.79505732164656,4.63372559936868,4.2964123825325,4.24113949340588,4.21002955722834,4.17376919211864,4.17376919211864,4.00570708476556,3.93317671266471,3.90912134492843
78,24.0747588813226,14.8133853211845,6.63269497364278,5.63395248364346,5.16182011412606,5.16182011412606,5.11118522091512,5.09685234833488,5.09685234833488,5.09685234833488,4.79505732164656,4.63372559936868,4.2964123825325,4.24113949340588,4.21002955722834,4.17376919211864,4.17376919211864,4.00570708476556,3.93317671266471,3.90912134492843
79,24.0747588813226,14.3217254374548,6.63269497364278,5.63395248364346,5.16182011412606,5.16182011412606,5.11118522091512,5.09685234833488,5.09685234833488,5.09685234833488,4.79505732164656,4.63372559936868,4.2964123825325,4.24113949340588,4.21002955722834,4.17376919211864,4.17376919211864,4.00570708476556,3.93317671266471,3.88981287879277
80,24.0747588813226,13.8300655537251,6.63269497364278,5.63395248364346,5.16182011412606,5.16182011412606,5.11118522091512,5.09685234833488,5.09685234833488,5.09685234833488,4.79505732164656,4.63372559936868,4.2964123825325,4.24113949340588,4.21002955722834,4.17376919211864,4.17376919211864,4.00570708476556,3.93317671266471,3.87050441265711
81,24.0747588813226,13.8300655537251,6.63269497364278,5.63395248364346,5.16182011412606,5.16182011412606,5.11118522091512,5.09685234833488,5.09685234833488,5.09685234833488,4.79505732164656,4.63372559936868,4.2964123825325,4.24113949340588,4.21002955722834,4.17376919211864,4.17376919211864,4.00570708476556,3.93317671266471,3.87050441265711
82,24.0747588813226,13.8300655537251,6.63269497364278,5.63395248364346,5.16182011412606,5.16182011412606,5.11118522091512,5.09685234833488,5.09685234833488,5.09685234833488,4.79505732164656,4.63372559936868,4.2964123825325,4.24113949340588,4.21002955722834,4.17376919211864,4.17376919211864,4.00570708476556,3.93317671266471,3.87050441265711
83,24.0747588813226,13.8300655537251,6.63269497364278,5.63395248364346,5.16182011412606,5.16182011412606,5.11118522091512,5.09685234833488,5.09685234833488,5.09685234833488,4.79505732164656,4.63372559936868,4.2964123825325,4.24113949340588,4.21002955722834,4.17376919211864,4.17376919211864,4.00570708476556,3.93317671266471,3.87050441265711
84,24.0747588813226,13.8300655537251,6.63269497364278,5.63395248364346,5.16182011412606,5.16182011412606,5.11118522091512,5.09685234833488,5.09685234833488,5.09685234833488,4.79505732164656,4.63372559936868,4.2964123825325,4.24113949340588,4.21002955722834,4.17376919211864,4.17376919211864,4.00570708476556,3.93317671266471,3.87050441265711
