,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
87,4.0,0.0,1.0,3197.0,91.0,9.8,2.0,5.0,656.2,2.0,1588.2,0.0,15.2,0.0,232.6,2.4,13.4,0.0,56.4,21.0
88,4.0,0.0,1.0,3199.0,91.0,10.2,2.0,5.0,678.8,2.0,1661.8,0.0,16.8,0.0,251.4,2.6,13.6,0.0,57.6,21.0
89,4.0,0.0,1.0,3201.0,91.0,10.6,2.0,5.0,701.4,2.0,1735.4,0.0,18.4,0.0,270.2,2.8,13.8,0.0,58.8,21.0
90,4.0,0.0,1.0,3203.0,91.0,11.0,2.0,5.0,724.0,2.0,1809.0,0.0,20.0,0.0,289.0,3.0,14.0,0.0,60.0,21.0
91,4.2,0.0,1.6,3205.8,102.6,12.2,2.0,5.0,749.8,2.0,1878.8,0.0,20.8,0.0,299.6,3.6,14.0,0.0,64.8,28.0
92,4.4,0.0,2.2,3208.6,114.2,13.4,2.0,5.0,775.6,2.0,1948.6,0.0,21.6,0.0,310.2,4.2,14.0,0.0,69.6,35.0
93,4.6,0.0,2.8,3211.4,125.8,14.6,2.0,5.0,801.4,2.0,2018.4,0.0,22.4,0.0,320.8,4.8,14.0,0.0,74.4,42.0
94,4.8,0.0,3.4,3214.2,137.4,15.8,2.0,5.0,827.2,2.0,2088.2,0.0,23.2,0.0,331.4,5.4,14.0,0.0,79.2,49.0
95,5.0,0.0,4.0,3217.0,149.0,17.0,2.0,5.0,853.0,2.0,2158.0,0.0,24.0,0.0,342.0,6.0,14.0,0.0,84.0,56.0
96,6.0,0.2,4.2,3219.6,149.0,18.4,2.2,5.0,880.0,2.0,2227.0,0.0,27.8,0.2,380.2,6.2,16.6,0.2,88.6,56.0
97,7.0,0.4,4.4,3222.2,149.0,19.8,2.4,5.0,907.0,2.0,2296.0,0.0,31.6,0.4,418.4,6.4,19.2,0.4,93.2,56.0
98,8.0,0.6000000000000001,4.6,3224.8,149.0,21.2,2.6,5.0,934.0,2.0,2365.0,0.0,35.4,0.6000000000000001,456.6,6.6,21.8,0.6000000000000001,97.8,56.0
99,9.0,0.8,4.8,3227.4,149.0,22.6,2.8,5.0,961.0,2.0,2434.0,0.0,39.2,0.8,494.8,6.8,24.4,0.8,102.4,56.0
100,10.0,1.0,5.0,3230.0,149.0,24.0,3.0,5.0,988.0,2.0,2503.0,0.0,43.0,1.0,533.0,7.0,27.0,1.0,107.0,56.0
101,10.8,1.4,5.6,3232.2,149.0,24.8,3.0,7.8,1017.4,2.0,2598.0,0.0,46.0,1.2,551.0,7.6,27.2,1.0,114.2,59.2
102,11.6,1.8,6.2,3234.4,149.0,25.6,3.0,10.6,1046.8,2.0,2693.0,0.0,49.0,1.4,569.0,8.2,27.4,1.0,121.4,62.4
103,12.4,2.2,6.8,3236.6,149.0,26.4,3.0,13.399999999999999,1076.2,2.0,2788.0,0.0,52.0,1.6,587.0,8.8,27.6,1.0,128.6,65.6
104,13.2,2.6,7.4,3238.8,149.0,27.2,3.0,16.2,1105.6,2.0,2883.0,0.0,55.0,1.8,605.0,9.4,27.8,1.0,135.8,68.8
105,14.0,3.0,8.0,3241.0,149.0,28.0,3.0,19.0,1135.0,2.0,2978.0,0.0,58.0,2.0,623.0,10.0,28.0,1.0,143.0,72.0
106,15.4,3.6,8.2,3242.6,168.0,31.2,3.2,20.2,1164.8,2.2,3063.4,0.2,61.8,2.2,664.4,10.2,30.6,1.4,156.2,85.2
