,window,level_1,0
165404,929,42,13
165406,929,44,2
165540,930,0,1
165541,930,1,3
165544,930,4,17
165549,930,9,9
165550,930,10,10
165555,930,15,12
165557,930,17,15
165558,930,18,16
165559,930,19,20
165571,930,31,8
165573,930,33,19
165575,930,35,18
165576,930,36,4
165577,930,37,5
165578,930,38,6
165579,930,39,7
165580,930,40,14
165581,930,41,11
165582,930,42,13
165584,930,44,2
165718,931,0,1
165719,931,1,3
165722,931,4,17
165727,931,9,9
165728,931,10,10
165733,931,15,12
165735,931,17,15
165736,931,18,16
165737,931,19,20
165749,931,31,8
165751,931,33,19
165753,931,35,18
165754,931,36,4
165755,931,37,5
165756,931,38,6
165757,931,39,7
165758,931,40,14
165759,931,41,11
165760,931,42,13
165762,931,44,2
165896,932,0,1
165897,932,1,3
165900,932,4,17
165905,932,9,9
165906,932,10,10
165911,932,15,12
165913,932,17,15
165914,932,18,16
165915,932,19,20
165927,932,31,8
165929,932,33,19
165931,932,35,18
165932,932,36,4
165933,932,37,5
165934,932,38,6
165935,932,39,7
165936,932,40,14
165937,932,41,11
165938,932,42,13
165940,932,44,2
166074,933,0,1
166075,933,1,3
166078,933,4,17
166083,933,9,9
166084,933,10,10
166089,933,15,12
166091,933,17,15
166092,933,18,16
166093,933,19,20
166105,933,31,6
166107,933,33,19
166109,933,35,18
166110,933,36,4
166111,933,37,5
166112,933,38,7
166113,933,39,8
166114,933,40,14
166115,933,41,11
166116,933,42,13
166118,933,44,2
166252,934,0,1
166253,934,1,3
166256,934,4,17
166261,934,9,9
166262,934,10,10
166267,934,15,12
166269,934,17,15
166270,934,18,16
166271,934,19,20
166283,934,31,6
166285,934,33,19
166287,934,35,18
166288,934,36,4
166289,934,37,5
166290,934,38,7
166291,934,39,8
166292,934,40,14
166293,934,41,11
166294,934,42,13
166296,934,44,2
166430,935,0,1
166431,935,1,3
166434,935,4,17
166439,935,9,9
166440,935,10,10
166445,935,15,12
166447,935,17,15
166448,935,18,16
166449,935,19,20
166461,935,31,6
166463,935,33,19
166465,935,35,18
166466,935,36,4
166467,935,37,5
166468,935,38,7
166469,935,39,8
166470,935,40,14
166471,935,41,11
166472,935,42,13
166474,935,44,2
166608,936,0,1
166609,936,1,3
166612,936,4,17
166617,936,9,9
166618,936,10,10
166623,936,15,12
166625,936,17,15
166626,936,18,16
166627,936,19,20
166639,936,31,8
166641,936,33,19
166643,936,35,18
166644,936,36,4
166645,936,37,5
166646,936,38,6
166647,936,39,7
166648,936,40,14
166649,936,41,11
166650,936,42,13
166652,936,44,2
166786,937,0,1
166787,937,1,3
166790,937,4,17
166795,937,9,9
166796,937,10,10
166801,937,15,12
166803,937,17,15
166804,937,18,16
166805,937,19,20
166817,937,31,8
166819,937,33,19
166821,937,35,18
166822,937,36,4
166823,937,37,5
166824,937,38,6
166825,937,39,7
166826,937,40,14
166827,937,41,11
166828,937,42,13
166830,937,44,2
166964,938,0,1
166965,938,1,3
166968,938,4,17
166973,938,9,9
166974,938,10,10
166979,938,15,12
166981,938,17,15
166982,938,18,16
166983,938,19,20
166995,938,31,8
166997,938,33,19
166999,938,35,18
167000,938,36,4
167001,938,37,5
167002,938,38,6
167003,938,39,7
167004,938,40,14
167005,938,41,11
167006,938,42,13
167008,938,44,2
167142,939,0,1
167143,939,1,3
167146,939,4,17
167151,939,9,9
167152,939,10,10
167157,939,15,12
167159,939,17,15
167160,939,18,16
167161,939,19,20
167173,939,31,8
167175,939,33,19
167177,939,35,18
167178,939,36,4
167179,939,37,5
167180,939,38,6
167181,939,39,7
167182,939,40,14
167183,939,41,11
167184,939,42,13
167186,939,44,2
167320,940,0,1
167321,940,1,3
167324,940,4,17
167329,940,9,9
167330,940,10,10
167335,940,15,12
167337,940,17,15
167338,940,18,16
167339,940,19,20
167351,940,31,8
167353,940,33,19
167355,940,35,18
167356,940,36,4
167357,940,37,5
167358,940,38,6
167359,940,39,7
167360,940,40,14
167361,940,41,11
167362,940,42,13
167364,940,44,2
167498,941,0,1
167499,941,1,3
167502,941,4,17
167507,941,9,9
167508,941,10,10
167513,941,15,12
167515,941,17,15
167516,941,18,16
167517,941,19,20
167529,941,31,6
167531,941,33,19
167533,941,35,18
167534,941,36,4
167535,941,37,5
167536,941,38,7
167537,941,39,8
167538,941,40,14
167539,941,41,11
167540,941,42,13
167542,941,44,2
167676,942,0,1
167677,942,1,3
167680,942,4,17
167685,942,9,9
167686,942,10,10
167691,942,15,12
167693,942,17,15
167694,942,18,16
167695,942,19,20
167707,942,31,8
167709,942,33,19
167711,942,35,18
167712,942,36,4
167713,942,37,5
167714,942,38,6
167715,942,39,7
167716,942,40,14
167717,942,41,11
167718,942,42,13
167720,942,44,2
167854,943,0,1
167855,943,1,3
167858,943,4,17
167863,943,9,9
167864,943,10,10
167869,943,15,12
167871,943,17,15
167872,943,18,16
167873,943,19,20
167885,943,31,8
167887,943,33,18
167889,943,35,19
167890,943,36,4
167891,943,37,5
167892,943,38,6
167893,943,39,7
167894,943,40,14
167895,943,41,11
167896,943,42,13
167898,943,44,2
168032,944,0,1
168033,944,1,3
168036,944,4,17
168041,944,9,9
168042,944,10,10
168047,944,15,12
168049,944,17,15
168050,944,18,16
168051,944,19,20
168063,944,31,8
168065,944,33,18
168067,944,35,19
168068,944,36,4
168069,944,37,5
168070,944,38,6
168071,944,39,7
168072,944,40,14
168073,944,41,11
168074,944,42,13
168076,944,44,2
168210,945,0,1
168211,945,1,3
168214,945,4,17
168219,945,9,9
168220,945,10,10
168225,945,15,12
168227,945,17,15
168228,945,18,16
168229,945,19,20
168241,945,31,8
168243,945,33,18
168245,945,35,19
168246,945,36,4
168247,945,37,5
168248,945,38,6
168249,945,39,7
168250,945,40,14
168251,945,41,11
168252,945,42,13
168254,945,44,2
168388,946,0,1
168389,946,1,3
168392,946,4,17
168397,946,9,9
168398,946,10,10
168403,946,15,12
168405,946,17,15
168406,946,18,16
168407,946,19,20
168419,946,31,8
168421,946,33,18
168423,946,35,19
168424,946,36,4
168425,946,37,5
168426,946,38,6
168427,946,39,7
168428,946,40,14
168429,946,41,11
168430,946,42,13
168432,946,44,2
168566,947,0,1
168567,947,1,3
168570,947,4,17
168575,947,9,9
168576,947,10,10
168581,947,15,12
168583,947,17,15
168584,947,18,16
168585,947,19,20
168597,947,31,8
168599,947,33,18
168601,947,35,19
168602,947,36,4
168603,947,37,5
168604,947,38,6
168605,947,39,7
168606,947,40,14
168607,947,41,11
168608,947,42,13
168610,947,44,2
168744,948,0,1
168745,948,1,3
168748,948,4,17
168753,948,9,9
168754,948,10,10
168759,948,15,12
168761,948,17,15
168762,948,18,16
168763,948,19,20
168775,948,31,8
168777,948,33,18
168779,948,35,19
168780,948,36,4
168781,948,37,5
168782,948,38,6
168783,948,39,7
168784,948,40,14
168785,948,41,11
168786,948,42,13
168788,948,44,2
168922,949,0,1
168923,949,1,3
168926,949,4,17
168931,949,9,9
168932,949,10,10
168937,949,15,12
168939,949,17,15
168940,949,18,16
168941,949,19,20
168953,949,31,8
168955,949,33,19
168957,949,35,18
168958,949,36,4
168959,949,37,5
168960,949,38,6
168961,949,39,7
168962,949,40,14
168963,949,41,11
168964,949,42,13
168966,949,44,2
169100,950,0,1
169101,950,1,3
169104,950,4,17
169109,950,9,9
169110,950,10,10
169115,950,15,12
169117,950,17,15
169118,950,18,16
169119,950,19,20
169131,950,31,8
169133,950,33,19
169135,950,35,18
169136,950,36,4
169137,950,37,5
169138,950,38,6
169139,950,39,7
169140,950,40,14
169141,950,41,11
169142,950,42,13
169144,950,44,2
169278,951,0,1
169279,951,1,5
169282,951,4,17
169287,951,9,9
169288,951,10,10
169293,951,15,12
169295,951,17,15
169296,951,18,16
169297,951,19,20
169309,951,31,8
169311,951,33,19
169313,951,35,18
169314,951,36,3
169315,951,37,4
169316,951,38,6
169317,951,39,7
169318,951,40,14
169319,951,41,11
169320,951,42,13
169322,951,44,2
169456,952,0,1
169457,952,1,5
169460,952,4,17
169465,952,9,9
169466,952,10,10
169471,952,15,12
169473,952,17,15
169474,952,18,16
169475,952,19,20
169487,952,31,8
169489,952,33,19
169491,952,35,18
169492,952,36,3
169493,952,37,4
169494,952,38,6
169495,952,39,7
169496,952,40,14
169497,952,41,11
169498,952,42,13
169500,952,44,2
169634,953,0,1
169635,953,1,5
169638,953,4,17
169643,953,9,9
169644,953,10,10
169649,953,15,12
169651,953,17,15
169652,953,18,16
169653,953,19,20
169665,953,31,6
169667,953,33,19
169669,953,35,18
169670,953,36,3
169671,953,37,4
169672,953,38,7
169673,953,39,8
169674,953,40,14
169675,953,41,11
169676,953,42,13
169678,953,44,2
169812,954,0,1
169813,954,1,5
169816,954,4,17
169821,954,9,9
169822,954,10,10
169827,954,15,12
169829,954,17,15
169830,954,18,16
169831,954,19,20
169843,954,31,6
169845,954,33,19
169847,954,35,18
169848,954,36,3
169849,954,37,4
169850,954,38,7
169851,954,39,8
169852,954,40,14
169853,954,41,11
169854,954,42,13
169856,954,44,2
169990,955,0,1
169991,955,1,5
169994,955,4,17
169995,955,5,20
169999,955,9,9
170000,955,10,10
170005,955,15,12
170007,955,17,15
170008,955,18,16
170009,955,19,19
170021,955,31,6
170025,955,35,18
170026,955,36,3
170027,955,37,4
170028,955,38,7
170029,955,39,8
170030,955,40,14
170031,955,41,11
170032,955,42,13
170034,955,44,2
170168,956,0,1
170169,956,1,5
170172,956,4,17
170173,956,5,20
170177,956,9,9
170178,956,10,10
170183,956,15,12
170185,956,17,15
170186,956,18,16
170187,956,19,19
170199,956,31,6
170203,956,35,18
170204,956,36,3
170205,956,37,4
170206,956,38,7
170207,956,39,8
170208,956,40,14
170209,956,41,11
170210,956,42,13
170212,956,44,2
170346,957,0,1
170347,957,1,5
170350,957,4,17
170351,957,5,20
170355,957,9,9
170356,957,10,10
170361,957,15,12
170363,957,17,15
170364,957,18,16
170365,957,19,19
170377,957,31,6
170381,957,35,18
170382,957,36,3
170383,957,37,4
170384,957,38,7
170385,957,39,8
170386,957,40,14
170387,957,41,11
170388,957,42,13
170390,957,44,2
170524,958,0,1
170525,958,1,5
170528,958,4,17
170529,958,5,20
170533,958,9,9
170534,958,10,10
170539,958,15,12
170541,958,17,15
170542,958,18,16
170543,958,19,19
170555,958,31,6
170559,958,35,18
170560,958,36,3
170561,958,37,4
170562,958,38,7
170563,958,39,8
170564,958,40,14
170565,958,41,11
170566,958,42,13
170568,958,44,2
170702,959,0,1
170703,959,1,5
170706,959,4,17
170707,959,5,20
170711,959,9,9
170712,959,10,10
170717,959,15,12
170719,959,17,15
170720,959,18,16
170721,959,19,19
170733,959,31,6
170737,959,35,18
170738,959,36,3
170739,959,37,4
170740,959,38,7
170741,959,39,8
170742,959,40,14
170743,959,41,11
170744,959,42,13
170746,959,44,2
170880,960,0,1
170881,960,1,5
170884,960,4,18
170885,960,5,20
170889,960,9,9
170890,960,10,10
170895,960,15,12
170897,960,17,15
170898,960,18,16
170899,960,19,19
170911,960,31,6
170915,960,35,17
170916,960,36,3
170917,960,37,4
170918,960,38,7
170919,960,39,8
170920,960,40,14
170921,960,41,11
170922,960,42,13
170924,960,44,2
171058,961,0,1
171059,961,1,5
171062,961,4,18
171063,961,5,20
171067,961,9,9
171068,961,10,10
171073,961,15,12
171075,961,17,15
171076,961,18,16
171077,961,19,19
171089,961,31,6
171093,961,35,17
171094,961,36,3
171095,961,37,4
171096,961,38,7
171097,961,39,8
171098,961,40,14
171099,961,41,11
171100,961,42,13
171102,961,44,2
171236,962,0,1
171237,962,1,5
171239,962,3,19
171240,962,4,18
171245,962,9,9
171246,962,10,10
171251,962,15,12
171253,962,17,15
171254,962,18,16
171255,962,19,20
171267,962,31,6
171271,962,35,17
171272,962,36,3
171273,962,37,4
171274,962,38,7
171275,962,39,8
171276,962,40,14
171277,962,41,11
171278,962,42,13
171280,962,44,2
171414,963,0,1
171415,963,1,5
171417,963,3,19
171418,963,4,18
171423,963,9,9
171424,963,10,10
171429,963,15,12
171431,963,17,15
171432,963,18,16
171433,963,19,20
171445,963,31,6
171449,963,35,17
171450,963,36,3
171451,963,37,4
171452,963,38,7
171453,963,39,8
171454,963,40,14
171455,963,41,11
171456,963,42,13
171458,963,44,2
171592,964,0,1
171593,964,1,5
171595,964,3,19
171596,964,4,18
171601,964,9,9
171602,964,10,10
171607,964,15,12
171609,964,17,15
171610,964,18,16
171611,964,19,20
171623,964,31,6
171627,964,35,17
171628,964,36,3
171629,964,37,4
171630,964,38,7
171631,964,39,8
171632,964,40,14
171633,964,41,11
171634,964,42,13
171636,964,44,2
171770,965,0,1
171771,965,1,5
171773,965,3,19
171774,965,4,18
171779,965,9,9
171780,965,10,10
171785,965,15,12
171787,965,17,15
171788,965,18,16
171789,965,19,20
171801,965,31,6
171805,965,35,17
171806,965,36,3
171807,965,37,4
171808,965,38,7
171809,965,39,8
171810,965,40,14
171811,965,41,11
171812,965,42,13
171814,965,44,2
171948,966,0,1
171949,966,1,5
171951,966,3,19
171952,966,4,18
171957,966,9,9
171958,966,10,10
171963,966,15,12
171965,966,17,15
171966,966,18,16
171967,966,19,20
171979,966,31,6
171983,966,35,17
171984,966,36,3
171985,966,37,4
171986,966,38,7
171987,966,39,8
171988,966,40,14
171989,966,41,11
171990,966,42,13
171992,966,44,2
172126,967,0,1
172127,967,1,5
172129,967,3,19
172130,967,4,18
172135,967,9,9
172136,967,10,10
172141,967,15,12
172143,967,17,15
172144,967,18,16
172145,967,19,20
172157,967,31,6
172161,967,35,17
172162,967,36,3
172163,967,37,4
172164,967,38,7
172165,967,39,8
172166,967,40,14
172167,967,41,11
172168,967,42,13
172170,967,44,2
172304,968,0,1
172305,968,1,5
172307,968,3,19
172308,968,4,18
172313,968,9,9
172314,968,10,10
172319,968,15,12
172321,968,17,15
172322,968,18,16
172323,968,19,20
172335,968,31,8
172339,968,35,17
172340,968,36,3
172341,968,37,4
172342,968,38,6
172343,968,39,7
172344,968,40,14
172345,968,41,11
172346,968,42,13
172348,968,44,2
172482,969,0,1
172483,969,1,5
172485,969,3,19
172486,969,4,18
172491,969,9,9
172492,969,10,10
172497,969,15,12
172499,969,17,15
172500,969,18,16
172501,969,19,20
172513,969,31,8
172517,969,35,17
172518,969,36,3
172519,969,37,4
172520,969,38,6
172521,969,39,7
172522,969,40,14
172523,969,41,11
172524,969,42,13
172526,969,44,2
172660,970,0,1
172661,970,1,5
172663,970,3,19
172664,970,4,18
172669,970,9,9
172670,970,10,10
172675,970,15,12
172677,970,17,15
172678,970,18,16
172679,970,19,20
172691,970,31,8
172695,970,35,17
172696,970,36,3
172697,970,37,4
172698,970,38,6
172699,970,39,7
172700,970,40,14
172701,970,41,11
172702,970,42,13
172704,970,44,2
172838,971,0,1
172839,971,1,5
172841,971,3,18
172842,971,4,19
172843,971,5,20
172847,971,9,9
172848,971,10,10
172853,971,15,12
172855,971,17,15
172856,971,18,16
172869,971,31,8
172873,971,35,17
172874,971,36,3
172875,971,37,4
172876,971,38,6
172877,971,39,7
172878,971,40,14
172879,971,41,11
172880,971,42,13
172882,971,44,2
173016,972,0,1
173017,972,1,5
173019,972,3,18
173020,972,4,19
173021,972,5,20
173025,972,9,9
173026,972,10,10
173031,972,15,12
173033,972,17,15
173034,972,18,16
173047,972,31,8
173051,972,35,17
173052,972,36,3
173053,972,37,4
173054,972,38,6
173055,972,39,7
173056,972,40,14
173057,972,41,11
173058,972,42,13
173060,972,44,2
173194,973,0,1
173195,973,1,5
173197,973,3,19
173198,973,4,18
173203,973,9,9
173204,973,10,10
173209,973,15,12
173211,973,17,15
173212,973,18,16
173213,973,19,20
173225,973,31,8
173229,973,35,17
173230,973,36,3
173231,973,37,4
173232,973,38,6
173233,973,39,7
173234,973,40,14
173235,973,41,11
173236,973,42,13
173238,973,44,2
173372,974,0,1
173373,974,1,5
173375,974,3,19
173376,974,4,18
173381,974,9,9
173382,974,10,10
173387,974,15,12
173389,974,17,15
173390,974,18,16
173391,974,19,20
173403,974,31,8
173407,974,35,17
173408,974,36,3
173409,974,37,4
173410,974,38,6
173411,974,39,7
173412,974,40,14
173413,974,41,11
173414,974,42,13
173416,974,44,2
173550,975,0,1
173551,975,1,5
173553,975,3,19
173554,975,4,18
173559,975,9,9
173560,975,10,10
173565,975,15,12
173567,975,17,15
173568,975,18,16
173569,975,19,20
173581,975,31,8
173585,975,35,17
173586,975,36,3
173587,975,37,4
173588,975,38,6
173589,975,39,7
173590,975,40,14
173591,975,41,11
173592,975,42,13
173594,975,44,2
173728,976,0,1
173729,976,1,5
173731,976,3,19
173732,976,4,18
173737,976,9,9
173738,976,10,10
173743,976,15,12
173745,976,17,15
173746,976,18,16
173747,976,19,20
173759,976,31,8
173763,976,35,17
173764,976,36,3
173765,976,37,4
173766,976,38,6
173767,976,39,7
173768,976,40,14
173769,976,41,11
173770,976,42,13
173772,976,44,2
173906,977,0,1
173907,977,1,5
173909,977,3,19
173910,977,4,18
173915,977,9,9
173916,977,10,10
173921,977,15,12
173923,977,17,15
173924,977,18,16
173925,977,19,20
173937,977,31,8
173941,977,35,17
173942,977,36,3
173943,977,37,4
173944,977,38,6
173945,977,39,7
173946,977,40,14
173947,977,41,11
173948,977,42,13
173950,977,44,2
174084,978,0,1
174085,978,1,5
174087,978,3,19
174088,978,4,18
174093,978,9,9
174094,978,10,10
174099,978,15,12
174101,978,17,15
174102,978,18,16
174103,978,19,20
174115,978,31,8
174119,978,35,17
174120,978,36,2
174121,978,37,3
174122,978,38,6
174123,978,39,7
174124,978,40,14
174125,978,41,11
174126,978,42,13
174128,978,44,4
174262,979,0,1
174263,979,1,5
174265,979,3,19
174266,979,4,18
174271,979,9,9
174272,979,10,10
174277,979,15,12
174279,979,17,15
174280,979,18,16
174281,979,19,20
174293,979,31,8
174297,979,35,17
174298,979,36,2
174299,979,37,3
174300,979,38,6
174301,979,39,7
174302,979,40,14
174303,979,41,11
174304,979,42,13
174306,979,44,4
174440,980,0,1
174441,980,1,5
174443,980,3,19
174444,980,4,18
174449,980,9,8
174450,980,10,9
174455,980,15,12
174457,980,17,15
174458,980,18,16
174459,980,19,20
174471,980,31,10
174475,980,35,17
174476,980,36,2
174477,980,37,3
174478,980,38,6
174479,980,39,7
174480,980,40,14
174481,980,41,11
174482,980,42,13
174484,980,44,4
174618,981,0,1
174619,981,1,5
174621,981,3,19
174622,981,4,18
174627,981,9,8
174628,981,10,9
174633,981,15,12
174635,981,17,15
174636,981,18,16
174637,981,19,20
174649,981,31,10
174653,981,35,17
174654,981,36,2
174655,981,37,3
174656,981,38,6
174657,981,39,7
174658,981,40,14
174659,981,41,11
174660,981,42,13
174662,981,44,4
174796,982,0,1
174797,982,1,5
174799,982,3,19
174800,982,4,18
174805,982,9,8
174806,982,10,9
174811,982,15,12
174813,982,17,15
174814,982,18,16
174815,982,19,20
174827,982,31,10
174831,982,35,17
174832,982,36,2
174833,982,37,3
174834,982,38,6
174835,982,39,7
174836,982,40,14
174837,982,41,11
174838,982,42,13
174840,982,44,4
174974,983,0,1
174975,983,1,5
174977,983,3,19
174978,983,4,18
174983,983,9,8
174984,983,10,9
174989,983,15,12
174991,983,17,15
174992,983,18,16
174993,983,19,20
175005,983,31,10
175009,983,35,17
175010,983,36,2
175011,983,37,3
175012,983,38,6
175013,983,39,7
175014,983,40,14
175015,983,41,11
175016,983,42,13
175018,983,44,4
175152,984,0,1
175153,984,1,5
175155,984,3,19
175156,984,4,18
175161,984,9,8
175162,984,10,9
175167,984,15,12
175169,984,17,15
175170,984,18,16
175171,984,19,20
175183,984,31,10
175187,984,35,17
175188,984,36,2
175189,984,37,3
175190,984,38,6
175191,984,39,7
175192,984,40,14
175193,984,41,11
175194,984,42,13
175196,984,44,4
175330,985,0,1
175331,985,1,5
175333,985,3,19
175334,985,4,18
175339,985,9,8
175340,985,10,9
175345,985,15,12
175347,985,17,15
175348,985,18,16
175349,985,19,20
175361,985,31,10
175365,985,35,17
175366,985,36,2
175367,985,37,3
175368,985,38,6
175369,985,39,7
175370,985,40,14
175371,985,41,11
175372,985,42,13
175374,985,44,4
175508,986,0,1
175509,986,1,5
175511,986,3,19
175512,986,4,18
175517,986,9,8
175518,986,10,9
175523,986,15,12
175525,986,17,15
175526,986,18,16
175527,986,19,20
175539,986,31,10
175543,986,35,17
175544,986,36,2
175545,986,37,3
175546,986,38,6
175547,986,39,7
175548,986,40,14
175549,986,41,11
175550,986,42,13
175552,986,44,4
175686,987,0,1
175687,987,1,5
175689,987,3,19
175690,987,4,17
175695,987,9,8
175696,987,10,9
175701,987,15,12
175703,987,17,15
175704,987,18,16
175705,987,19,20
175717,987,31,11
175721,987,35,18
175722,987,36,2
175723,987,37,3
175724,987,38,6
175725,987,39,7
175726,987,40,14
175727,987,41,10
175728,987,42,13
175730,987,44,4
175864,988,0,1
175865,988,1,5
175867,988,3,19
175868,988,4,17
175873,988,9,8
175874,988,10,9
175879,988,15,11
175881,988,17,15
175882,988,18,16
175883,988,19,20
175895,988,31,12
175899,988,35,18
175900,988,36,2
175901,988,37,3
175902,988,38,6
175903,988,39,7
175904,988,40,14
175905,988,41,10
175906,988,42,13
175908,988,44,4
176042,989,0,1
176043,989,1,5
176045,989,3,18
176046,989,4,17
176047,989,5,20
176051,989,9,8
176052,989,10,9
176057,989,15,11
176059,989,17,15
176060,989,18,16
176061,989,19,19
176073,989,31,13
176078,989,36,2
176079,989,37,3
176080,989,38,6
176081,989,39,7
176082,989,40,14
176083,989,41,10
176084,989,42,12
176086,989,44,4
176220,990,0,1
176221,990,1,5
176223,990,3,18
176224,990,4,17
176225,990,5,20
176229,990,9,8
176230,990,10,9
176235,990,15,11
176237,990,17,15
176238,990,18,16
176239,990,19,19
176251,990,31,13
176256,990,36,2
176257,990,37,3
176258,990,38,6
176259,990,39,7
176260,990,40,14
176261,990,41,10
176262,990,42,12
176264,990,44,4
176398,991,0,1
176399,991,1,5
176401,991,3,18
176402,991,4,17
176403,991,5,20
176407,991,9,8
176408,991,10,9
176413,991,15,11
176415,991,17,15
176416,991,18,16
176417,991,19,19
176429,991,31,14
176434,991,36,2
176435,991,37,3
176436,991,38,6
176437,991,39,7
176438,991,40,13
176439,991,41,10
176440,991,42,12
176442,991,44,4
176576,992,0,1
176577,992,1,5
176579,992,3,18
176580,992,4,17
176581,992,5,20
176585,992,9,8
176586,992,10,9
176591,992,15,11
176593,992,17,15
176594,992,18,16
176595,992,19,19
176607,992,31,14
176612,992,36,2
176613,992,37,3
176614,992,38,6
176615,992,39,7
176616,992,40,13
176617,992,41,10
176618,992,42,12
176620,992,44,4
176754,993,0,1
176755,993,1,5
176757,993,3,18
176758,993,4,17
176759,993,5,20
176763,993,9,8
176764,993,10,9
176769,993,15,11
176771,993,17,15
176772,993,18,16
176773,993,19,19
176785,993,31,14
176790,993,36,2
176791,993,37,3
176792,993,38,6
176793,993,39,7
176794,993,40,13
176795,993,41,10
176796,993,42,12
176798,993,44,4
176932,994,0,1
176933,994,1,5
176935,994,3,18
176936,994,4,17
176937,994,5,20
176941,994,9,8
176942,994,10,9
176947,994,15,11
176949,994,17,15
176950,994,18,16
176951,994,19,19
176963,994,31,14
176968,994,36,2
176969,994,37,3
176970,994,38,6
176971,994,39,7
176972,994,40,13
176973,994,41,10
176974,994,42,12
176976,994,44,4
177110,995,0,1
177111,995,1,5
177113,995,3,18
177114,995,4,17
177115,995,5,20
177119,995,9,8
177120,995,10,9
177125,995,15,11
177127,995,17,15
177128,995,18,16
177129,995,19,19
177141,995,31,14
177146,995,36,2
177147,995,37,3
177148,995,38,6
177149,995,39,7
177150,995,40,13
177151,995,41,10
177152,995,42,12
177154,995,44,4
177288,996,0,1
177289,996,1,5
177291,996,3,18
177292,996,4,17
177293,996,5,20
177297,996,9,8
177298,996,10,9
177303,996,15,11
177305,996,17,15
177306,996,18,16
177307,996,19,19
177319,996,31,14
177324,996,36,2
177325,996,37,3
177326,996,38,6
177327,996,39,7
177328,996,40,13
177329,996,41,10
177330,996,42,12
177332,996,44,4
177466,997,0,1
177467,997,1,5
177469,997,3,18
177470,997,4,17
177471,997,5,20
177475,997,9,8
177476,997,10,9
177481,997,15,11
177483,997,17,15
177484,997,18,16
177485,997,19,19
177497,997,31,14
177502,997,36,2
177503,997,37,3
177504,997,38,6
177505,997,39,7
177506,997,40,13
177507,997,41,10
177508,997,42,12
177510,997,44,4
177644,998,0,1
177645,998,1,5
177647,998,3,19
177648,998,4,17
177653,998,9,8
177654,998,10,9
177659,998,15,11
177661,998,17,15
177662,998,18,16
177663,998,19,18
177675,998,31,14
177679,998,35,20
177680,998,36,2
177681,998,37,3
177682,998,38,6
177683,998,39,7
177684,998,40,13
177685,998,41,10
177686,998,42,12
177688,998,44,4
177822,999,0,1
177823,999,1,5
177825,999,3,19
177826,999,4,17
177831,999,9,8
177832,999,10,9
177837,999,15,11
177839,999,17,15
177840,999,18,16
177841,999,19,18
177853,999,31,14
177857,999,35,20
177858,999,36,2
177859,999,37,3
177860,999,38,6
177861,999,39,7
177862,999,40,13
177863,999,41,10
177864,999,42,12
177866,999,44,4
178000,1000,0,1
178001,1000,1,5
178003,1000,3,19
178004,1000,4,17
178009,1000,9,8
178010,1000,10,9
178015,1000,15,11
178017,1000,17,15
178018,1000,18,16
178019,1000,19,18
178031,1000,31,14
178035,1000,35,20
178036,1000,36,2
178037,1000,37,3
178038,1000,38,6
178039,1000,39,7
178040,1000,40,13
178041,1000,41,10
178042,1000,42,12
178044,1000,44,4
178178,1001,0,1
178179,1001,1,5
178181,1001,3,19
178182,1001,4,17
178187,1001,9,8
178188,1001,10,9
178193,1001,15,11
178195,1001,17,15
178196,1001,18,16
178197,1001,19,18
178209,1001,31,14
178213,1001,35,20
178214,1001,36,2
178215,1001,37,3
178216,1001,38,6
178217,1001,39,7
178218,1001,40,13
178219,1001,41,10
178220,1001,42,12
178222,1001,44,4
178356,1002,0,1
178357,1002,1,7
178359,1002,3,19
178360,1002,4,17
178365,1002,9,8
178366,1002,10,9
178371,1002,15,11
178373,1002,17,15
178374,1002,18,16
178375,1002,19,18
178387,1002,31,14
178391,1002,35,20
178392,1002,36,2
178393,1002,37,3
178394,1002,38,5
178395,1002,39,6
178396,1002,40,13
178397,1002,41,10
178398,1002,42,12
178400,1002,44,4
178534,1003,0,1
178535,1003,1,7
178537,1003,3,19
178538,1003,4,17
178543,1003,9,8
178544,1003,10,9
178549,1003,15,11
178551,1003,17,15
178552,1003,18,16
178553,1003,19,18
178565,1003,31,14
178569,1003,35,20
178570,1003,36,2
178571,1003,37,3
178572,1003,38,5
178573,1003,39,6
178574,1003,40,13
178575,1003,41,10
178576,1003,42,12
178578,1003,44,4
178712,1004,0,1
178713,1004,1,7
178715,1004,3,19
178716,1004,4,17
178721,1004,9,8
178722,1004,10,9
178727,1004,15,11
178729,1004,17,15
178730,1004,18,16
178731,1004,19,18
178743,1004,31,14
178747,1004,35,20
178748,1004,36,2
178749,1004,37,3
178750,1004,38,5
178751,1004,39,6
178752,1004,40,13
178753,1004,41,10
178754,1004,42,12
178756,1004,44,4
178890,1005,0,1
178891,1005,1,7
178893,1005,3,19
178894,1005,4,17
178899,1005,9,8
178900,1005,10,9
178905,1005,15,11
178907,1005,17,15
178908,1005,18,16
178909,1005,19,18
178921,1005,31,14
178925,1005,35,20
178926,1005,36,2
178927,1005,37,3
178928,1005,38,5
178929,1005,39,6
178930,1005,40,13
178931,1005,41,10
178932,1005,42,12
178934,1005,44,4
179068,1006,0,1
179069,1006,1,7
179071,1006,3,19
179072,1006,4,17
179077,1006,9,8
179078,1006,10,9
179083,1006,15,11
179085,1006,17,15
179086,1006,18,16
179087,1006,19,18
179099,1006,31,14
179103,1006,35,20
179104,1006,36,2
179105,1006,37,3
179106,1006,38,5
179107,1006,39,6
179108,1006,40,13
